segment_id,label,P_mean,image_path
417,mayep,35.30110168457031,ML_Data/training_images\mayep_segment_0417.png
418,mayep,33.51850128173828,ML_Data/training_images\mayep_segment_0418.png
419,mayep,39.57740020751953,ML_Data/training_images\mayep_segment_0419.png
420,mayep,35.994300842285156,ML_Data/training_images\mayep_segment_0420.png
421,mayep,35.72119903564453,ML_Data/training_images\mayep_segment_0421.png
422,mayep,36.500701904296875,ML_Data/training_images\mayep_segment_0422.png
423,mayep,33.99980163574219,ML_Data/training_images\mayep_segment_0423.png
424,mayep,33.808101654052734,ML_Data/training_images\mayep_segment_0424.png
425,mayep,35.08980178833008,ML_Data/training_images\mayep_segment_0425.png
426,mayep,35.92959976196289,ML_Data/training_images\mayep_segment_0426.png
427,mayep,33.740299224853516,ML_Data/training_images\mayep_segment_0427.png
428,mayep,35.48970031738281,ML_Data/training_images\mayep_segment_0428.png
429,mayep,35.75910186767578,ML_Data/training_images\mayep_segment_0429.png
430,mayep,34.265899658203125,ML_Data/training_images\mayep_segment_0430.png
431,mayep,33.55459976196289,ML_Data/training_images\mayep_segment_0431.png
432,mayep,33.909000396728516,ML_Data/training_images\mayep_segment_0432.png
433,mayep,34.181400299072266,ML_Data/training_images\mayep_segment_0433.png
434,mayep,32.59410095214844,ML_Data/training_images\mayep_segment_0434.png
435,mayep,33.72999954223633,ML_Data/training_images\mayep_segment_0435.png
436,mayep,33.03609848022461,ML_Data/training_images\mayep_segment_0436.png
437,mayep,33.368499755859375,ML_Data/training_images\mayep_segment_0437.png
438,mayep,34.10150146484375,ML_Data/training_images\mayep_segment_0438.png
439,mayep,34.955299377441406,ML_Data/training_images\mayep_segment_0439.png
440,mayep,31.26889991760254,ML_Data/training_images\mayep_segment_0440.png
441,mayep,39.15650177001953,ML_Data/training_images\mayep_segment_0441.png
442,mayep,32.22439956665039,ML_Data/training_images\mayep_segment_0442.png
443,mayep,33.11880111694336,ML_Data/training_images\mayep_segment_0443.png
444,mayep,33.26919937133789,ML_Data/training_images\mayep_segment_0444.png
445,mayep,34.35940170288086,ML_Data/training_images\mayep_segment_0445.png
446,mayep,36.55550003051758,ML_Data/training_images\mayep_segment_0446.png
447,mayep,35.92340087890625,ML_Data/training_images\mayep_segment_0447.png
448,mayep,36.82440185546875,ML_Data/training_images\mayep_segment_0448.png
449,mayep,33.77830123901367,ML_Data/training_images\mayep_segment_0449.png
450,mayep,34.62969970703125,ML_Data/training_images\mayep_segment_0450.png
451,mayep,34.834800720214844,ML_Data/training_images\mayep_segment_0451.png
452,mayep,32.07149887084961,ML_Data/training_images\mayep_segment_0452.png
453,mayep,33.028900146484375,ML_Data/training_images\mayep_segment_0453.png
454,mayep,36.75559997558594,ML_Data/training_images\mayep_segment_0454.png
455,mayep,37.34280014038086,ML_Data/training_images\mayep_segment_0455.png
456,mayep,34.582298278808594,ML_Data/training_images\mayep_segment_0456.png
457,mayep,33.65850067138672,ML_Data/training_images\mayep_segment_0457.png
458,mayep,36.319698333740234,ML_Data/training_images\mayep_segment_0458.png
459,mayep,34.12919998168945,ML_Data/training_images\mayep_segment_0459.png
460,mayep,32.90190124511719,ML_Data/training_images\mayep_segment_0460.png
461,mayep,33.56760025024414,ML_Data/training_images\mayep_segment_0461.png
462,mayep,33.81570053100586,ML_Data/training_images\mayep_segment_0462.png
463,mayep,32.96229934692383,ML_Data/training_images\mayep_segment_0463.png
464,mayep,34.991600036621094,ML_Data/training_images\mayep_segment_0464.png
465,mayep,35.085201263427734,ML_Data/training_images\mayep_segment_0465.png
466,mayep,33.245201110839844,ML_Data/training_images\mayep_segment_0466.png
467,mayep,32.31119918823242,ML_Data/training_images\mayep_segment_0467.png
468,mayep,36.60860061645508,ML_Data/training_images\mayep_segment_0468.png
469,mayep,34.3921012878418,ML_Data/training_images\mayep_segment_0469.png
470,mayep,34.54069900512695,ML_Data/training_images\mayep_segment_0470.png
471,mayep,35.70790100097656,ML_Data/training_images\mayep_segment_0471.png
472,mayep,35.84769821166992,ML_Data/training_images\mayep_segment_0472.png
473,mayep,44.79719924926758,ML_Data/training_images\mayep_segment_0473.png
474,mayep,40.45320129394531,ML_Data/training_images\mayep_segment_0474.png
475,mayep,33.945098876953125,ML_Data/training_images\mayep_segment_0475.png
476,mayep,32.78160095214844,ML_Data/training_images\mayep_segment_0476.png
477,mayep,31.88800048828125,ML_Data/training_images\mayep_segment_0477.png
478,mayep,31.355199813842773,ML_Data/training_images\mayep_segment_0478.png
479,mayep,36.189998626708984,ML_Data/training_images\mayep_segment_0479.png
480,mayep,35.97529983520508,ML_Data/training_images\mayep_segment_0480.png
481,mayep,40.797000885009766,ML_Data/training_images\mayep_segment_0481.png
482,mayep,33.76499938964844,ML_Data/training_images\mayep_segment_0482.png
483,mayep,45.07619857788086,ML_Data/training_images\mayep_segment_0483.png
484,mayep,37.006900787353516,ML_Data/training_images\mayep_segment_0484.png
485,mayep,41.82870101928711,ML_Data/training_images\mayep_segment_0485.png
486,mayep,36.66279983520508,ML_Data/training_images\mayep_segment_0486.png
487,mayep,46.147098541259766,ML_Data/training_images\mayep_segment_0487.png
488,mayep,34.79520034790039,ML_Data/training_images\mayep_segment_0488.png
489,mayep,34.08110046386719,ML_Data/training_images\mayep_segment_0489.png
490,mayep,37.47570037841797,ML_Data/training_images\mayep_segment_0490.png
491,mayep,41.775901794433594,ML_Data/training_images\mayep_segment_0491.png
492,mayep,34.2775993347168,ML_Data/training_images\mayep_segment_0492.png
493,mayep,33.77389907836914,ML_Data/training_images\mayep_segment_0493.png
494,mayep,33.537498474121094,ML_Data/training_images\mayep_segment_0494.png
495,mayep,39.921199798583984,ML_Data/training_images\mayep_segment_0495.png
496,mayep,35.56399917602539,ML_Data/training_images\mayep_segment_0496.png
497,mayep,36.2692985534668,ML_Data/training_images\mayep_segment_0497.png
498,mayep,35.3838005065918,ML_Data/training_images\mayep_segment_0498.png
499,mayep,35.365501403808594,ML_Data/training_images\mayep_segment_0499.png
500,mayep,35.597801208496094,ML_Data/training_images\mayep_segment_0500.png
501,mayep,33.668800354003906,ML_Data/training_images\mayep_segment_0501.png
502,mayep,36.774200439453125,ML_Data/training_images\mayep_segment_0502.png
503,mayep,35.15959930419922,ML_Data/training_images\mayep_segment_0503.png
504,mayep,33.57350158691406,ML_Data/training_images\mayep_segment_0504.png
505,mayep,36.03179931640625,ML_Data/training_images\mayep_segment_0505.png
506,mayep,33.86109924316406,ML_Data/training_images\mayep_segment_0506.png
507,mayep,33.93939971923828,ML_Data/training_images\mayep_segment_0507.png
508,mayep,36.60409927368164,ML_Data/training_images\mayep_segment_0508.png
509,mayep,40.891300201416016,ML_Data/training_images\mayep_segment_0509.png
510,mayep,33.76179885864258,ML_Data/training_images\mayep_segment_0510.png
511,mayep,33.75469970703125,ML_Data/training_images\mayep_segment_0511.png
512,mayep,35.157798767089844,ML_Data/training_images\mayep_segment_0512.png
513,mayep,34.65850067138672,ML_Data/training_images\mayep_segment_0513.png
514,mayep,33.98820114135742,ML_Data/training_images\mayep_segment_0514.png
515,mayep,34.11410140991211,ML_Data/training_images\mayep_segment_0515.png
516,mayep,34.414798736572266,ML_Data/training_images\mayep_segment_0516.png
